L (m),m (kg),n,E (J)
3.0632625570937736e-09,7.43824681652001e-28,7,3.690887962954869e-22
7.500273115537597e-09,5.067104200416571e-28,2,7.990153634419032e-24
7.48032882891467e-09,6.344333377480927e-28,6,5.524991278480016e-23
6.770328695967675e-09,7.176837713925304e-29,2,6.566170851824319e-23
7.245536000203899e-09,2.550626284190894e-28,1,3.838035969751704e-24
5.884519990128365e-09,3.6242742542125415e-28,7,2.1322256503116296e-22
3.2661915301625743e-09,4.7296811098700775e-28,2,4.098805574507795e-23
4.111263941535275e-09,4.6507661631431594e-29,2,2.5577902407658636e-22
2.6343794512128312e-09,1.407980758655197e-28,5,1.4125310998780156e-21
9.176055052002655e-09,2.7746517491429367e-28,5,5.686166787715353e-23
6.250526152895084e-09,9.715583114792398e-28,7,7.681260789406016e-23
4.607662750872759e-09,3.319487947966581e-28,1,8.176724314808564e-24
5.158052232797194e-09,4.825072211597817e-28,8,2.9682816075956207e-22
9.525550056506338e-09,1.968212247969284e-28,3,2.67158996353727e-23
2.3801626280447217e-09,6.111303690118001e-28,4,2.5535308126537977e-22
6.276068488151174e-09,2.8133060062200996e-28,9,3.485922913060983e-22
5.552998109960194e-09,2.0770628511783224e-28,4,1.3516821670060897e-22
6.50308811891183e-09,5.170077130803777e-28,10,2.5224315317401166e-22
1.1629916543875645e-09,6.400843941176442e-30,5,1.5969964098725297e-19
8.849115180497363e-09,8.557135019841026e-30,7,4.0046916033874294e-21
9.389064542352512e-09,2.1977164717366617e-28,4,4.547465151174412e-23
6.08619865230288e-09,3.758831327457041e-29,1,3.406908954401993e-23
7.2698574148920295e-09,1.0882853095197375e-28,9,7.827822815793384e-22
9.302494430595662e-09,3.394556747543468e-28,4,3.0614913733657296e-23
7.365147708820587e-09,8.0276335246819115e-28,9,1.0891328637681208e-22
2.372851386228352e-09,5.724337995902685e-28,6,6.242985893364064e-22
6.186595241501318e-09,5.131063250030557e-28,1,2.7762786833174403e-24
6.460435417445703e-09,2.9412468326723436e-28,3,4.2458406998604476e-23
4.817176041721474e-09,9.31815141085327e-28,2,8.955739982423286e-24
7.627998120622506e-09,3.9755772770007825e-28,9,1.872221800705072e-22
9.409303132921134e-09,8.79143833056553e-29,1,6.780959089497541e-24
9.330116616160987e-09,6.174111562532953e-28,9,8.256732127764287e-23
5.057554342637188e-09,1.1463593892247248e-28,9,1.3493576685540028e-21
2.019142412566797e-09,3.458124419731706e-28,8,2.655689591566161e-21
9.863570790661012e-09,5.078552679729629e-28,8,7.01996645621634e-23
8.550082778013407e-09,8.743357244129591e-28,1,8.723106980142286e-25
2.1219641308294016e-09,4.940023884178127e-28,8,1.596667427438353e-21
9.287576943556351e-09,7.025267331422358e-28,10,9.628053435718231e-23
8.829067258559155e-09,9.928233038439713e-28,3,5.7879339203596904e-24
5.669542514134648e-09,1.3227077969007346e-28,7,6.360487531049064e-22
6.321478921704363e-09,2.75384267146552e-28,1,5.272874705125097e-24
4.5910243348311726e-09,3.951209571296086e-28,1,6.557523251412177e-24
1.492854749398282e-09,4.223485331781465e-28,10,5.553311279413885e-21
4.016775174813108e-09,4.115511562978068e-28,5,2.0038621675174197e-22
8.225681037382103e-09,9.076941526542541e-28,5,2.190086410651618e-23
1.0416882070414258e-09,7.1429001508683635e-28,8,4.368228541805968e-21
4.001492545220298e-09,6.082580993980222e-28,7,2.740029472296944e-22
4.58351824231849e-09,3.0999428241670563e-28,8,5.799966184838571e-22
5.836560426441306e-09,8.239489728754955e-28,6,6.828746753437027e-23
9.278700547714845e-09,9.551009570246524e-28,6,2.3441209848951982e-23
4.117113949293651e-09,8.213592040959314e-28,2,1.612999144406898e-23
4.122578817066049e-09,2.463696596800579e-30,6,4.677206555516049e-20
7.637511232987735e-09,6.367286089502421e-28,5,3.448555897871197e-23
5.069961468008264e-09,5.198935959880283e-29,3,3.684767324014229e-22
3.0214434064598373e-09,2.5827537383542156e-28,6,8.337962143533413e-22
5.07195564519424e-09,6.037112811745869e-29,8,2.3719628329496305e-21
2.267713183418199e-09,6.041520370417333e-28,9,1.3612699752361481e-21
2.5874828785560097e-09,6.868719825704635e-28,1,1.2520301876443115e-23
5.4853099546553174e-09,1.152845991916458e-28,3,1.4169722970527782e-22
4.770329045540931e-09,3.8439342805023905e-28,3,5.333855379753505e-23
9.2336131096129e-09,4.567258960974821e-28,8,8.429673523982372e-23
4.261545092049698e-09,3.6962087404133183e-28,1,8.966582365681469e-24
6.225295152502391e-09,1.218160779847564e-28,5,2.8830427639999207e-22
6.690378591275773e-09,4.194707371763068e-28,3,2.7538209217301674e-23
1.1178501092950027e-09,7.514019875653906e-28,2,2.13831133839313e-22
6.971836348150395e-09,7.184375763517554e-29,8,1.1384680440093152e-21
2.6023237018277628e-09,8.100785206922975e-29,3,9.405691354262604e-22
9.649632857225097e-09,3.5535199767333188e-28,7,8.023341369575453e-23
2.3379645497780164e-09,9.41778158478468e-28,1,1.0497790334554586e-23
4.731617113543213e-09,6.688709313408635e-28,6,1.367819180329399e-22
1.7681470127077948e-09,6.789591537115596e-28,3,2.405722546276377e-22
9.971868266613526e-09,3.6249426284611093e-28,8,9.83316753757686e-23
5.519755092981183e-09,5.940264964964508e-28,6,1.092233022529574e-22
6.358465155880394e-09,1.1022065962118411e-29,2,5.064424725108352e-22
1.6036882964958474e-09,6.364235599677737e-28,6,1.1019671873345736e-21
7.7496442335926e-09,9.133649893234182e-28,7,4.8114099448236825e-23
2.889150337860272e-09,6.129221522233089e-28,5,2.460915892769213e-22
9.082488604966424e-09,8.738122647322253e-28,3,7.059448149717582e-24
2.8462567643380644e-09,7.242214797161744e-28,4,1.4460846481157023e-22
2.716189485972999e-09,1.2134991382892695e-28,4,9.03733967689684e-22
1.328947010632854e-09,9.025410993092845e-28,6,1.1902933626965682e-21
5.248602505989993e-09,6.72840448958547e-29,10,2.983003698172531e-21
6.083570199363548e-09,5.343869018224708e-28,1,2.7464374931882613e-24
1.5913777548551714e-09,1.4290920038204355e-28,4,2.2839301353426656e-21
7.979748550255095e-09,1.2596074781246254e-29,10,6.259129914295855e-21
5.079599512732248e-09,4.225544292935242e-28,4,8.083564731453463e-23
5.71951242394822e-09,2.9567517101726754e-28,10,5.509234417727025e-22
4.966864722444053e-09,4.864630933531852e-28,1,4.514055431064541e-24
4.606867547877934e-09,5.775804068364898e-28,9,3.5975078451714525e-22
6.0367629817739606e-09,4.459970714386931e-29,4,5.518760731395785e-22
2.3971622133764124e-09,1.2379259215813427e-28,7,3.9404072063352336e-21
2.6373531744574402e-09,5.590396182936201e-28,3,1.2795439954153383e-22
8.756070589121655e-09,3.437585025548029e-28,10,2.0489671975312332e-22
9.515039159202695e-09,7.294172314106536e-28,3,7.488671902539327e-24
4.359783846517776e-09,6.52604586108207e-28,8,2.7835074091555543e-22
3.436702058291984e-09,8.457433190632159e-28,8,3.2274682830189664e-22
6.795995889151141e-09,6.927695831252231e-28,1,1.808896441069899e-24
4.678607539882867e-09,4.304441394204971e-28,10,6.087791680762307e-22
1.2284772009431038e-09,6.732609524342775e-28,2,2.375345368186935e-22
2.4053733762957133e-09,2.760333311985887e-28,8,2.4500245907973754e-21
7.4437500596265775e-09,3.0693781662931234e-28,1,3.0371732195406274e-24
6.930315477191362e-09,7.891750732768647e-28,8,9.111246576245264e-23
1.2438639325313516e-09,4.469177388368208e-28,8,5.717470142197587e-21
2.997749457396545e-09,7.98561798211886e-28,2,3.052821610448865e-23
3.079673169292642e-09,8.22582193531977e-28,4,1.1392639342432082e-22
7.047034692388555e-09,8.576905315573886e-28,6,4.285747234039054e-23
1.1773948397892775e-09,9.167102641289503e-28,9,3.52437422321416e-21
1.9369772378611646e-09,4.314973338148343e-28,8,2.379150720677436e-21
8.199244768358704e-09,3.1947983818464987e-28,8,1.740554865159991e-22
2.6069019584890022e-09,5.8257476772217925e-28,7,6.585143486048712e-22
6.8747149706668715e-09,3.7173836825653377e-28,9,2.48009318193965e-22
3.143645029420539e-09,6.014332000501129e-28,2,3.484567220137579e-23
1.8949725348341064e-09,7.0585083536744525e-28,3,1.8657704572351073e-22
3.188549718995087e-09,6.886854539754941e-28,10,7.089543284046188e-22
7.500402386700933e-09,3.751157894218033e-28,8,1.6573789617626734e-22
8.701268212956572e-09,1.6761002751722397e-28,6,1.6744497271497245e-22
8.471978781102924e-09,4.310418620575916e-28,10,1.805440703947618e-22
4.574651766566094e-09,1.4336580935223503e-28,9,1.5828636504169715e-21
7.012766229135815e-09,8.901959478521429e-28,10,1.3208674753317485e-22
2.8448586587423888e-09,3.464661710231934e-28,4,3.0459355185988005e-22
3.638329572349119e-09,1.5522073345082281e-28,8,1.6445021651379543e-21
9.067022366690079e-09,2.6324856921835706e-29,10,2.4444267546745118e-21
1.1170173115966244e-09,6.461411461388265e-28,3,5.600584677631254e-22
1.7695767776902128e-09,6.37229105369034e-28,3,2.479314565961169e-22
2.8709762963142457e-09,3.4119762283136856e-28,8,1.0675532612290458e-21
1.2387898348643775e-09,7.254734814768813e-29,5,1.268824275081438e-20
2.632918915808176e-09,4.101602288898263e-28,3,1.7433883586762054e-22
6.247374048727229e-09,3.118373993178366e-28,10,4.615483980488508e-22
4.792820955332481e-09,6.774112311592479e-28,1,3.7132492803895e-24
9.034045399692773e-09,6.06134048128183e-28,3,1.0083860306415948e-23
8.356992055645968e-09,3.6516559384216227e-28,9,1.8852777471517833e-22
4.076356165280884e-09,2.1859645095616067e-28,5,3.894703258829916e-22
3.334810900881632e-09,9.880467337860518e-28,10,4.805538727003414e-22
4.417231673505402e-09,4.5449301973703845e-28,2,2.4460297784330252e-23
6.312654482633269e-09,6.8855478896803495e-28,7,8.692558519859517e-23
3.412572767405886e-09,1.4132646990754026e-28,2,1.2736446427034167e-22
6.617340170642206e-09,4.860526689297044e-28,4,4.0470516992261674e-23
4.684704869721163e-09,2.8411936821582966e-29,7,4.430532339916747e-21
5.9684246276678214e-09,5.059002083043307e-28,4,4.6897572325525384e-23
4.9251387622178496e-09,9.640497914512965e-28,7,1.0782998556909612e-22
3.6501918358772587e-09,3.8476092694411305e-28,7,4.750545134070494e-22
9.53607976265941e-09,3.9860916163594175e-29,1,1.46888221001286e-23
7.872452147437848e-09,3.182793070751612e-29,6,1.0993031991814937e-21
2.2610185818980726e-09,3.8853757186291735e-28,9,2.2683667724724805e-21
8.816211783081216e-09,1.6078091402037719e-28,2,1.839168415456358e-23
5.386880784245622e-09,2.4231079441490548e-29,3,6.708404313923482e-22
9.050970042046823e-09,7.564330216976218e-28,10,8.159722277961864e-23
8.198697303525836e-09,4.59010338173897e-28,5,4.175327858025926e-23
4.8269215402231005e-09,2.898844516778792e-28,9,6.549790002653035e-22
1.2022237748810566e-09,9.001731081517659e-28,4,6.076164709087416e-22
3.4180962344645146e-09,1.1693443513634514e-28,1,3.814907535165759e-23
5.874707931947802e-09,9.559585020092595e-28,4,2.5834937509783917e-23
6.701303978435325e-09,3.1458414733171328e-28,6,1.3061542418291778e-22
3.3209891688988207e-09,8.885041090036035e-28,5,1.2514565418377215e-22
2.254204666655417e-09,6.033002278906301e-28,1,1.8161283271149474e-23
8.514372131193693e-09,8.268633231177201e-28,4,1.4682432602771456e-23
9.85961962633197e-09,9.840275513635749e-28,6,2.1458149405046854e-23
5.731211640724172e-09,2.890458729247089e-28,10,5.459521497598145e-22
2.5451135726347316e-09,9.611704634707262e-28,10,9.149620026160236e-22
3.4507659386743204e-09,3.9003136119700825e-28,4,2.035220736955246e-22
1.1655160889272006e-09,3.8606494402265916e-28,9,8.587506814585054e-21
9.228689259044491e-09,3.4098075586067668e-28,5,4.5803789027955004e-23
2.05975974601127e-09,5.418203405009724e-28,8,1.5390496228622036e-21
6.1886482796282815e-09,1.5490631263962647e-28,9,7.246403773833053e-22
3.4664969861848536e-09,5.54113145021189e-28,10,7.902482966878334e-22
5.98760202264214e-09,5.421172780788351e-28,5,7.300489529358984e-23
6.8627834951667775e-09,7.6211610097352575e-28,6,5.466040621549921e-23
8.467676233364814e-09,8.337996769718417e-28,1,9.732896412792665e-25
2.8577914458454287e-09,4.409449530971429e-28,7,7.302267954383684e-22
1.0989624579263243e-09,3.0296114942707745e-28,4,2.3589404190045363e-21
2.2319706706192654e-09,2.600014959095091e-28,2,1.6468347896828559e-22
9.100167776632946e-09,1.9534867525183756e-28,5,8.006092179447896e-23
8.865010698062638e-09,5.849569937504576e-29,3,1.1181923987153486e-22
6.376717919532774e-09,3.4303977565376218e-28,6,1.5711912425870198e-22
6.40465174390288e-09,2.709044692078656e-28,8,3.10037724361391e-22
6.9853300709162986e-09,9.664476102191276e-28,7,5.508482180975931e-23
2.5783415076110465e-09,5.58106888306419e-28,3,1.2816591704213733e-22
9.229707513324639e-09,3.4786448969538014e-28,8,1.1449834097048466e-22
4.768934724028657e-09,5.808451801528017e-28,2,1.7988812004385726e-23
4.448246754245477e-09,1.399714243144844e-28,10,1.9103643664536043e-21
5.670259347545537e-09,4.44544109827921e-28,9,3.0191717221531664e-22
1.4226937009754955e-09,6.265707105317849e-28,4,6.49447104573763e-22
2.4965503188047147e-09,4.893578237438383e-28,1,1.8257656505423916e-23
7.642302547837334e-09,4.0231719973373543e-28,8,1.4897817915419676e-22
1.7451880113261383e-09,9.938539253496884e-28,7,8.378915404672717e-22
6.428368985197494e-09,8.80422478862993e-28,5,3.602763424242259e-23
3.208141987131888e-09,6.237448927970967e-28,10,9.204095320449344e-22
4.503660526377789e-09,5.697649215572188e-28,5,1.1891721737603748e-22
3.5982436309362986e-09,6.21001885392742e-28,7,3.3616042067591425e-22
4.201054448184542e-09,2.020309269253931e-28,5,3.8682613508734037e-22
7.47141314665821e-09,3.9568211929538077e-28,8,1.7010802687473607e-22
3.6740954406085753e-09,4.032401931129752e-29,6,3.43992340897284e-21
6.097641762672075e-09,4.760180460530886e-28,5,7.598376120424894e-23
5.284453619791897e-09,5.434358618321014e-28,9,2.904517489587586e-22
6.973040488263833e-09,2.2844476134071674e-28,2,1.806237047363356e-23
9.431467653922823e-09,9.640612212030648e-28,1,6.106538370798563e-25
7.593148874892253e-09,9.095361017873985e-28,8,7.048419914076219e-23
2.934463407316811e-09,7.223933065439957e-28,3,8.242050882342895e-23
1.280648215551562e-09,5.338065807994739e-28,7,3.2155878245341564e-21
3.3603763986984255e-09,8.700861874040021e-28,10,5.421255069296993e-22
6.355701376302293e-09,1.3143475671402181e-28,8,6.461492080106891e-22
1.4628323213582531e-09,7.906983354600377e-28,6,1.063287570571319e-21
5.4672962248111265e-09,1.2560847523427814e-28,10,1.5298092768032605e-21
6.3715856402520026e-09,7.94395872953111e-28,9,1.4539805961736057e-22
4.008195017352647e-09,2.7641937743993076e-28,7,6.383713146579683e-22
7.938209833712396e-09,8.772011994952726e-28,10,1.0724664454638616e-22
1.959384278203946e-09,9.44092455940955e-28,5,3.8652616762678515e-22
1.676240035622279e-09,1.4956205303265104e-28,8,9.00874211318166e-21
7.55369880583243e-09,4.631591970208347e-28,2,8.223510048894348e-24
5.459421845855786e-09,9.810044895223387e-28,7,8.384588245529872e-23
7.195621567849624e-09,4.838723692807709e-28,4,3.655729027929915e-23
4.913446047433716e-09,8.636703297442821e-28,9,1.9397032170583598e-22
3.2176182991519614e-09,5.891016637614018e-28,1,9.074924681653221e-24
8.371920859067798e-09,3.7589211100247427e-28,7,1.0694711969112951e-22
8.194742910720814e-09,2.8642635032589697e-28,6,1.043820105168541e-22
7.252268237689841e-09,2.0394019030410984e-28,8,3.6475600491812705e-22
3.4493062350696646e-09,7.620125730054574e-28,5,1.364583815665145e-22
6.312076001821783e-09,3.870926203668872e-28,1,3.543722506615617e-24
4.248765072460241e-09,5.117153142847706e-28,1,5.946303833372078e-24
1.8242386599397073e-09,4.9278238706918095e-28,9,2.528568639398009e-21
9.255822179160185e-09,5.776594781068215e-28,10,1.0449981273159563e-22
2.2313676782706527e-09,8.656981261934901e-28,6,4.390005495791724e-22
9.552136184387223e-09,9.807566781742044e-28,10,5.795617296557706e-23
5.014051956621601e-09,4.081173827861005e-28,5,1.3299885421975337e-22
2.666196359547577e-09,8.276741550764075e-28,1,9.046566324345782e-24
5.877108526405223e-09,7.647397196395285e-28,6,7.598581156234904e-23
8.856512522887675e-09,5.7391277539926335e-28,6,4.531388314782827e-23
7.59002397768605e-09,9.560867011826824e-28,3,9.228559619917961e-24
8.259050330753047e-09,2.0119408846442725e-28,8,2.5068494095027536e-22
6.929050300396456e-09,1.1006587252034276e-28,1,1.0533088974328197e-23
7.230489080660672e-09,8.540934011851622e-28,1,1.2926963975730057e-24
8.642760864087874e-09,4.39654581798778e-28,6,6.150027924577567e-23
3.2470120797326735e-09,8.471065822382742e-28,10,6.71608305356611e-22
5.404824672788264e-09,8.931864240107391e-28,1,2.206669688160937e-24
2.9908849763764197e-09,6.330138178481427e-29,6,3.788871996283108e-21
9.889012071969823e-09,8.835696446993732e-28,1,5.559983482158486e-25
9.49653405717952e-09,4.488155682195898e-28,6,4.9047924798243784e-23
1.354841302316553e-09,5.108730997641285e-28,3,5.181828064517251e-22
7.350176552641196e-09,6.269285778332264e-28,8,1.0305427711400978e-22
9.327234856740992e-09,9.264488623840297e-28,6,2.3526446474374175e-23
2.6251781061460016e-09,1.9998889944777245e-29,1,4.06085878844727e-22
6.111507074973665e-09,4.773143091963311e-28,5,7.000078838517447e-23
9.239394678292376e-09,6.880030925923733e-28,8,6.100956799601894e-23
1.3055138072721897e-09,7.2295652143630015e-28,3,3.853896998769319e-22
7.276782405221559e-09,6.928091523487246e-28,6,5.250832879095875e-23
3.6761410663529566e-09,1.3521413779165456e-28,5,7.673167909295807e-22
9.319565758388774e-09,3.0002613234214678e-28,6,7.611695590197224e-23
9.73952420648831e-09,3.592926814441382e-28,10,1.6951229733889392e-22
9.498398402020906e-09,8.046132141925935e-28,1,7.193732275665549e-25
5.267927949917173e-09,2.7940898852937996e-28,7,3.4541570477087575e-22
8.75838385890382e-09,2.1141532939972274e-28,9,2.8628962064793734e-22
8.600944586815634e-09,9.574863158209619e-28,2,3.155226615827428e-24
3.871904259189301e-09,9.755308156866779e-30,10,3.832450587925869e-20
8.460239267356096e-09,9.978228169118645e-28,5,2.0275021819579553e-23
1.3330687124394337e-09,6.771121596884241e-28,10,4.468318501933537e-21
6.3664289063384766e-09,8.28623677079613e-28,4,2.5338897686325187e-23
3.0700795355893276e-09,2.9525423888948163e-28,6,7.303955461844278e-22
2.0851019719955096e-09,1.5202393917159626e-29,6,2.96688659740688e-20
1.6925788146628823e-09,7.381054359948247e-28,2,1.096415297260064e-22
7.266598982903257e-09,8.342938668633751e-28,2,5.075242846000812e-24
4.058874673912595e-09,7.407097034347611e-28,4,6.971583296561993e-23
7.522900943758852e-09,1.4362172204226785e-28,1,6.866219820654287e-24
1.5882070671904813e-09,7.536498371269379e-28,9,2.2328791333510104e-21
3.837613040475493e-09,7.691307516037442e-28,7,2.486485709928883e-22
5.855421631378034e-09,6.588478292059519e-28,7,1.1073020953332726e-22
8.116508483550671e-09,7.663264284560703e-28,3,1.0381734888096063e-23
3.868772526388629e-09,8.460601103820223e-28,3,3.963048729895192e-23
6.633022387933081e-09,6.139518705346448e-28,1,2.0150073771855594e-24
8.973799734125684e-09,8.942496972710636e-29,3,7.120658051416478e-23
6.542768693640741e-09,4.880889446385105e-28,3,2.4244109211400268e-23
3.096635272782704e-09,7.847945027040062e-29,4,1.244441886691129e-21
1.2196070340088422e-09,4.080762423045017e-28,4,1.5421965748432478e-21
8.83088986510837e-09,4.0764009328541465e-28,3,1.5811098642288267e-23
1.1914246976534843e-09,6.685043528051537e-29,10,5.531327960468895e-20
8.872315054157796e-09,3.4940659548890684e-28,8,1.2424422150065388e-22
5.760434206244908e-09,1.1179820050240266e-28,8,9.434050695274924e-22
9.451609286616066e-09,8.08407798320214e-28,1,8.010435669651814e-25
8.189049121962989e-09,9.477351067411028e-28,7,4.134653325780634e-23
9.981406994800037e-09,7.315139043020646e-29,2,2.9559779616499604e-23
4.156406339065391e-09,9.551556036051389e-28,1,3.633294556502425e-24
7.904694600380141e-09,5.230062803973422e-28,3,1.5035460942124035e-23
4.617378222483179e-09,3.0019606884371546e-28,4,1.3284330494400614e-22
5.318880582735179e-09,7.769289940841497e-29,6,9.337878288557751e-22
6.64754916896533e-09,5.010737062291545e-28,10,2.4715914671128465e-22
8.86309402767705e-09,7.9470048050070715e-28,5,2.045095640997601e-23
9.856751222793657e-09,7.073500994371583e-28,4,1.3442333072971011e-23
7.914460724780664e-09,5.108080805365619e-29,8,1.0567424623252274e-21
4.759901039506004e-09,7.37362237160724e-29,4,5.267575081768092e-22
4.792213020493631e-09,4.034106966782678e-28,10,5.903645678427139e-22
7.638240714300023e-09,2.959247326033002e-28,2,1.2861220286890412e-23
3.1489943119147207e-09,2.3307517716529743e-28,3,1.9029726119957042e-22
1.9942670181825518e-09,2.8165159485969582e-28,6,1.734233225126948e-21
4.191599418766989e-09,8.036596088279175e-28,8,2.6274456031716534e-22
3.585150924886736e-09,9.292917483835853e-28,8,3.126652163529144e-22
3.666773084103911e-09,4.056381021024917e-28,9,7.746810273869083e-22
3.1024697594491896e-09,9.061955022305778e-28,7,3.2249667350093183e-22
1.378838706727257e-09,3.221063551167589e-28,2,3.448249124689817e-22
1.1608654126007243e-09,4.769081930560823e-28,8,5.362823938972928e-21
9.889501507624284e-09,2.267255717179654e-28,7,1.1932189715346501e-22
4.849958203622761e-09,6.407996137378858e-28,8,2.3429339843202206e-22
4.458939824437135e-09,9.790000321711517e-28,3,2.6646256852922173e-23
7.116825544237628e-09,6.038499522569397e-28,7,8.908902051760427e-23
2.9642849907855777e-09,3.5839205143784675e-28,10,1.731714140316965e-21
9.549650655552028e-09,6.48134410289137e-28,9,7.884602228945497e-23
8.077105129739968e-09,1.2371004985476872e-28,3,5.874341060005048e-23
1.8046990208103357e-09,8.887592870931598e-28,10,1.888636392144718e-21
4.758226982064355e-09,5.035311752241346e-28,6,1.8193235482432333e-22
8.912064768059483e-09,4.498453272718064e-28,2,6.306762235171667e-24
9.502588200622694e-09,5.8623751014391115e-28,2,4.0502242619229766e-24
5.206613601248827e-09,6.251215573128921e-28,5,7.483837843654138e-23
6.520702502896369e-09,7.261120800090917e-29,5,4.513026914838214e-22
2.503305514828677e-09,6.829028657243014e-28,7,5.787917987970044e-22
9.920517635232789e-09,2.4261394180324567e-28,2,9.096169501118777e-24
3.08504531245099e-09,7.14210075137334e-28,7,4.1893194844679433e-22
9.484585967216131e-09,8.22694513069251e-28,5,1.909218392292966e-23
6.846819840931316e-09,8.041349448957231e-28,6,4.710741353148506e-23
6.469631153909731e-09,5.529037165372221e-28,8,1.5329379457707878e-22
5.614196599148577e-09,5.2060173940767155e-28,10,3.2912027687239165e-22
3.0760283054598284e-09,1.4364737297420627e-28,4,6.0490237394049e-22
2.588752288049574e-09,7.7554833886777285e-28,7,5.260692588738148e-22
2.984375881631578e-09,2.7206511200431236e-28,6,7.953041759041354e-22
2.6779443592982906e-09,4.971483969374104e-28,10,1.501964282599658e-21
8.01626026210078e-09,2.84918246243882e-28,2,1.2064337265075225e-23
4.151127332500571e-09,1.3460791747299343e-28,8,1.4668686207165724e-21
1.5205840890705674e-09,6.298910949645341e-28,10,3.7862530575315575e-21
9.721923671267302e-09,5.518313599156322e-29,9,8.270227170235172e-22
8.954072964670832e-09,7.488714534154865e-28,5,2.223620768163694e-23
9.349770548756918e-09,3.182009671453817e-28,10,2.0709123958036359e-22
9.954170403817917e-09,1.0345717807812833e-30,4,9.034706689842529e-21
2.5650572429753856e-09,5.115691230119164e-28,6,5.368361949044595e-22
4.5661781701239286e-09,4.770974180992829e-29,8,3.66282448582108e-21
7.824146281336822e-09,2.7682100521886073e-28,3,3.1185075467642465e-23
7.264185562484129e-09,7.072402086170061e-28,10,1.585065401912111e-22
2.3850631570586955e-09,6.353320096240619e-29,1,1.5580341228598996e-22
8.34249812491556e-09,8.39483087712882e-28,4,1.4234673491058398e-23
3.0199651465299463e-09,4.716484728190384e-30,4,2.1056616591814727e-20
3.0143585334036077e-09,2.4750172771962057e-28,1,2.3342962401736533e-23
5.832769806040722e-09,7.411372425015347e-28,9,1.732793423159845e-22
6.336459413575328e-09,3.1688550659455045e-28,3,3.956477947327804e-23
6.2207758705403004e-09,1.0270068491675413e-28,5,3.3133185926152796e-22
1.8233815365797939e-09,3.6080970827350753e-28,6,1.5525855450554869e-21
8.897147763673423e-09,2.710499324267795e-28,8,1.6751330205001987e-22
3.3904003832983544e-09,8.428534614486105e-28,6,2.229637104660571e-22
2.1656342915452375e-09,3.1396590445931655e-28,3,3.5628906899109095e-22
8.998732718820795e-09,7.891224325514089e-28,6,3.201168766926199e-23
9.60086348406778e-09,8.91969459880405e-28,1,7.001806816800151e-25
8.759148555389056e-09,4.343269838989107e-28,4,2.719150013892014e-23
8.285644672523902e-09,9.10024195024923e-28,6,3.2335547727216503e-23
6.8971778257511955e-09,3.7787846771462605e-28,7,1.5631862576276911e-22
5.957716335482253e-09,9.641107459152672e-28,10,1.494020381414073e-22
1.7828808392026913e-09,9.010916395349992e-29,3,1.7416516420766266e-21
4.676078917636288e-09,6.873009491633899e-28,9,2.9460163182353256e-22
4.3541966531108256e-09,4.942696078205175e-28,7,2.881032437765665e-22
3.337784053842936e-09,3.8819992153073705e-28,1,1.239693207165998e-23
7.510781023197264e-09,6.330424380577272e-28,2,6.3072017465824605e-24
5.462881615708937e-09,7.041236202518604e-28,1,2.504927157339208e-24
1.7294159431688314e-09,5.2593427076238096e-30,9,2.7505950869380884e-19
2.981648817548302e-09,1.6770283096732625e-28,9,2.8841483800042217e-21
7.149328872936363e-09,7.133043091887479e-28,7,7.69447904498063e-23
1.6851777354127016e-09,6.6668566670598615e-28,10,2.897042598868149e-21
8.660862226438919e-09,9.660780623740615e-28,3,6.658956298099683e-24
5.4563187431257685e-09,7.612528562395574e-28,5,5.94084332012925e-23
5.325279195939831e-09,9.508170122943799e-28,4,3.257201342115733e-23
6.331670061935658e-09,7.028082150834257e-28,7,1.0318442567076532e-22
8.422128693326342e-09,2.986839616516677e-28,9,1.9684973128560007e-22
4.130282871119737e-09,1.0617009382083072e-28,2,1.2529868262451834e-22
7.102145373031572e-09,7.820202218679252e-28,8,9.114488558917426e-23
6.091587675962119e-09,6.4446948717658765e-28,9,1.7767824765142745e-22
3.403254431524792e-09,4.9042644982142273e-29,10,1.0370463015747777e-20
8.907669877196422e-09,3.606264204816675e-28,10,1.9696612142387098e-22
8.176834194462353e-09,9.568386956503504e-28,9,6.772208595933766e-23
6.926066511925829e-09,5.008507846790621e-28,10,2.0718663182648565e-22
8.655235561848178e-09,4.33239679797287e-28,7,8.380688764428514e-23
8.805647808638222e-09,4.581876755146507e-28,9,1.248441906401563e-22
7.375266790435313e-09,2.095947295535591e-28,9,3.698216026855129e-22
8.533119955273048e-09,3.6927533441101693e-28,3,1.7411016134205346e-23
7.277243155023552e-09,3.703804240567882e-28,4,4.6711272750904195e-23
7.121266945842703e-09,5.320790066930367e-29,2,7.340093179821598e-23
6.567502403936658e-09,7.677768176522522e-28,10,1.68328670639698e-22
7.77444975601877e-09,4.170295779151655e-28,3,1.9411945612181913e-23
2.427445947637663e-09,8.223399249182885e-28,5,2.9018513011671656e-22
8.927836832790356e-09,8.504826879188875e-28,5,1.9941869722779687e-23
8.846591749707088e-09,2.127032600494293e-28,6,1.2042609351730219e-22
1.2632255473110323e-09,6.576618640361756e-28,7,2.467274129339495e-21
8.432350755082864e-09,4.727567505392351e-28,7,7.980191233325886e-23
2.1598288072610067e-09,8.802645968573558e-28,1,1.3691868593181028e-23
4.016069688332277e-09,2.1644651256519533e-28,2,6.335674192556659e-23
7.69157430662447e-09,6.781031684297653e-28,9,1.1291757943853855e-22
